"","CASENUM","COHORT","GENDER","STRATA","SCHOOLID","RACETH","STEM","year_from_baseline","urban","nkids","edulevel","health","time","MISSING","GENDER.int","health.cut"
"202",1727,"(2) Younger","Female","(11) West-Suburban",134,"(3) White",0,20,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",10,0,0,0,"10"
"574",1727,"(2) Younger","Female","(11) West-Suburban",134,"(3) White",0,21,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",10,1,0,0,"10"
"946",1727,"(2) Younger","Female","(11) West-Suburban",134,"(3) White",0,22,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",10,2,0,0,"10"
"1318",1727,"(2) Younger","Female","(11) West-Suburban",134,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",10,3,0,0,"10"
"1690",1727,"(2) Younger","Female","(11) West-Suburban",134,"(3) White",0,24,NA,3,"<PHD",10,4,0,0,"10"
"16",1728,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,3,0,0,"8"
"388",1728,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",NA,24,NA,NA,NA,8,4,1,0,"8"
"760",1728,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",NA,25,NA,NA,NA,8,5,1,0,"8"
"1132",1728,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",NA,26,NA,NA,NA,NA,6,1,0,NA
"1504",1728,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",NA,27,NA,NA,NA,NA,7,1,0,NA
"203",1734,"(2) Younger","Male","(11) West-Suburban",131,"(4) Asian",0,20,"(2) Remainder urban area 1,000,000 or more",1,"PHD",7,0,0,1,"7"
"575",1734,"(2) Younger","Male","(11) West-Suburban",131,"(4) Asian",0,21,"(2) Remainder urban area 1,000,000 or more",1,"PHD",7,1,0,1,"7"
"947",1734,"(2) Younger","Male","(11) West-Suburban",131,"(4) Asian",0,22,"(2) Remainder urban area 1,000,000 or more",1,"PHD",7,2,0,1,"7"
"1319",1734,"(2) Younger","Male","(11) West-Suburban",131,"(4) Asian",0,23,"(2) Remainder urban area 1,000,000 or more",1,"PHD",9,3,0,1,"9"
"1691",1734,"(2) Younger","Male","(11) West-Suburban",131,"(4) Asian",0,24,NA,1,"PHD",9,4,0,1,"9"
"204",1798,"(2) Younger","Male","(9) South-Rural",142,"(1) Hispanic",1,20,"(5) Rural/small town 49,999 or less",0,"<PHD",6,0,0,1,"6"
"576",1798,"(2) Younger","Male","(9) South-Rural",142,"(1) Hispanic",NA,21,NA,NA,NA,6,1,1,1,"6"
"948",1798,"(2) Younger","Male","(9) South-Rural",142,"(1) Hispanic",NA,22,NA,NA,NA,6,2,1,1,"6"
"1320",1798,"(2) Younger","Male","(9) South-Rural",142,"(1) Hispanic",0,23,"(4) Urban areas & towns 50,000-499,999",0,"<PHD",6,3,0,1,"6"
"1692",1798,"(2) Younger","Male","(9) South-Rural",142,"(1) Hispanic",0,24,NA,0,"<PHD",6,4,0,1,"6"
"17",1805,"(1) Older","Female","(12) West-Rural",244,"(3) White",1,23,"(1) Central Place 1,000,000 or more",2,"PHD",9,3,0,0,"9"
"389",1805,"(1) Older","Female","(12) West-Rural",244,"(3) White",1,24,"(1) Central Place 1,000,000 or more",2,"PHD",9,4,0,0,"9"
"761",1805,"(1) Older","Female","(12) West-Rural",244,"(3) White",1,25,"(1) Central Place 1,000,000 or more",2,"PHD",9,5,0,0,"9"
"1133",1805,"(1) Older","Female","(12) West-Rural",244,"(3) White",1,26,"(1) Central Place 1,000,000 or more",2,"PHD",9,6,0,0,"9"
"1505",1805,"(1) Older","Female","(12) West-Rural",244,"(3) White",1,27,NA,2,"PHD",9,7,0,0,"9"
"205",1828,"(2) Younger","Female","(8) South-Suburban",124,"(3) White",0,20,"(5) Rural/small town 49,999 or less",3,"<PHD",8,0,0,0,"8"
"577",1828,"(2) Younger","Female","(8) South-Suburban",124,"(3) White",0,21,"(5) Rural/small town 49,999 or less",3,"<PHD",8,1,0,0,"8"
"949",1828,"(2) Younger","Female","(8) South-Suburban",124,"(3) White",0,22,"(5) Rural/small town 49,999 or less",3,"<PHD",8,2,0,0,"8"
"1321",1828,"(2) Younger","Female","(8) South-Suburban",124,"(3) White",0,23,"(5) Rural/small town 49,999 or less",3,"<PHD",8,3,0,0,"8"
"1693",1828,"(2) Younger","Female","(8) South-Suburban",124,"(3) White",0,24,NA,3,"<PHD",8,4,0,0,"8"
"206",1830,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,0,0,1,"8"
"578",1830,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,21,"(3) Urban areas and towns 500,000-999,999",1,"PHD",8,1,0,1,"8"
"950",1830,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,22,"(3) Urban areas and towns 500,000-999,999",1,"PHD",8,2,0,1,"8"
"1322",1830,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,23,"(0) Not in U.S.",2,"PHD",8,3,0,1,"8"
"1694",1830,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,24,NA,2,"PHD",8,4,0,1,"8"
"18",1843,"(1) Older","Male","(8) South-Suburban",229,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,3,0,1,"9"
"390",1843,"(1) Older","Male","(8) South-Suburban",229,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,4,0,1,"9"
"762",1843,"(1) Older","Male","(8) South-Suburban",229,"(3) White",NA,25,NA,NA,NA,9,5,1,1,"9"
"1134",1843,"(1) Older","Male","(8) South-Suburban",229,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,6,0,1,"9"
"1506",1843,"(1) Older","Male","(8) South-Suburban",229,"(3) White",1,27,NA,0,"<PHD",9,7,0,1,"9"
"207",1848,"(2) Younger","Male","(8) South-Suburban",146,"(3) White",1,20,"(3) Urban areas and towns 500,000-999,999",2,"PHD",8,0,0,1,"8"
"579",1848,"(2) Younger","Male","(8) South-Suburban",146,"(3) White",1,21,"(3) Urban areas and towns 500,000-999,999",2,"PHD",8,1,0,1,"8"
"951",1848,"(2) Younger","Male","(8) South-Suburban",146,"(3) White",1,22,"(3) Urban areas and towns 500,000-999,999",2,"PHD",8,2,0,1,"8"
"1323",1848,"(2) Younger","Male","(8) South-Suburban",146,"(3) White",1,23,"(5) Rural/small town 49,999 or less",2,"PHD",8,3,0,1,"8"
"1695",1848,"(2) Younger","Male","(8) South-Suburban",146,"(3) White",1,24,NA,2,"PHD",8,4,0,1,"8"
"208",1877,"(2) Younger","Male","(8) South-Suburban",128,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",1,"PHD",10,0,0,1,"10"
"580",1877,"(2) Younger","Male","(8) South-Suburban",128,"(3) White",1,21,"(2) Remainder urban area 1,000,000 or more",1,"PHD",10,1,0,1,"10"
"952",1877,"(2) Younger","Male","(8) South-Suburban",128,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",2,"PHD",10,2,0,1,"10"
"1324",1877,"(2) Younger","Male","(8) South-Suburban",128,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",2,"PHD",10,3,0,1,"10"
"1696",1877,"(2) Younger","Male","(8) South-Suburban",128,"(3) White",1,24,NA,2,"PHD",10,4,0,1,"10"
"209",1944,"(2) Younger","Female","(4) Northcentral-Urban",104,"(3) White",0,20,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,0,0,0,"8"
"581",1944,"(2) Younger","Female","(4) Northcentral-Urban",104,"(3) White",0,21,"(1) Central Place 1,000,000 or more",0,"PHD",8,1,0,0,"8"
"953",1944,"(2) Younger","Female","(4) Northcentral-Urban",104,"(3) White",0,22,"(1) Central Place 1,000,000 or more",0,"PHD",8,2,0,0,"8"
"1325",1944,"(2) Younger","Female","(4) Northcentral-Urban",104,"(3) White",0,23,"(1) Central Place 1,000,000 or more",0,"PHD",8,3,0,0,"8"
"1697",1944,"(2) Younger","Female","(4) Northcentral-Urban",104,"(3) White",0,24,NA,0,"PHD",8,4,0,0,"8"
"19",1989,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",0,23,"(5) Rural/small town 49,999 or less",0,"PHD",9,3,0,0,"9"
"391",1989,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",NA,24,NA,NA,NA,9,4,1,0,"9"
"763",1989,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",NA,25,NA,NA,NA,9,5,1,0,"9"
"1135",1989,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",NA,26,NA,NA,NA,NA,6,1,0,NA
"1507",1989,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",NA,27,NA,NA,NA,NA,7,1,0,NA
"210",1995,"(2) Younger","Female","(7) South-Urban",105,"(3) White",0,20,"(5) Rural/small town 49,999 or less",2,"<PHD",10,0,0,0,"10"
"582",1995,"(2) Younger","Female","(7) South-Urban",105,"(3) White",NA,21,NA,NA,NA,10,1,1,0,"10"
"954",1995,"(2) Younger","Female","(7) South-Urban",105,"(3) White",NA,22,NA,NA,NA,10,2,1,0,"10"
"1326",1995,"(2) Younger","Female","(7) South-Urban",105,"(3) White",NA,23,NA,NA,NA,NA,3,1,0,NA
"1698",1995,"(2) Younger","Female","(7) South-Urban",105,"(3) White",0,24,NA,2,"<PHD",NA,4,0,0,NA
"20",2003,"(1) Older","Male","(8) South-Suburban",229,"(3) White",0,23,"(1) Central Place 1,000,000 or more",0,"<PHD",8,3,0,1,"8"
"392",2003,"(1) Older","Male","(8) South-Suburban",229,"(3) White",NA,24,NA,NA,NA,8,4,1,1,"8"
"764",2003,"(1) Older","Male","(8) South-Suburban",229,"(3) White",NA,25,NA,NA,NA,8,5,1,1,"8"
"1136",2003,"(1) Older","Male","(8) South-Suburban",229,"(3) White",NA,26,NA,NA,NA,NA,6,1,1,NA
"1508",2003,"(1) Older","Male","(8) South-Suburban",229,"(3) White",0,27,NA,2,"<PHD",NA,7,0,1,NA
"21",2028,"(1) Older","Female","(7) South-Urban",208,"(2) Black",1,23,"(4) Urban areas & towns 50,000-499,999",3,"PHD",9,3,0,0,"9"
"393",2028,"(1) Older","Female","(7) South-Urban",208,"(2) Black",NA,24,NA,NA,NA,9,4,1,0,"9"
"765",2028,"(1) Older","Female","(7) South-Urban",208,"(2) Black",NA,25,NA,NA,NA,9,5,1,0,"9"
"1137",2028,"(1) Older","Female","(7) South-Urban",208,"(2) Black",NA,26,NA,NA,NA,NA,6,1,0,NA
"1509",2028,"(1) Older","Female","(7) South-Urban",208,"(2) Black",NA,27,NA,NA,NA,NA,7,1,0,NA
"211",2045,"(2) Younger","Male","(8) South-Suburban",127,"(2) Black",1,20,"(2) Remainder urban area 1,000,000 or more",0,"PHD",9,0,0,1,"9"
"583",2045,"(2) Younger","Male","(8) South-Suburban",127,"(2) Black",NA,21,NA,NA,NA,9,1,1,1,"9"
"955",2045,"(2) Younger","Male","(8) South-Suburban",127,"(2) Black",NA,22,NA,NA,NA,9,2,1,1,"9"
"1327",2045,"(2) Younger","Male","(8) South-Suburban",127,"(2) Black",NA,23,NA,NA,NA,NA,3,1,1,NA
"1699",2045,"(2) Younger","Male","(8) South-Suburban",127,"(2) Black",NA,24,NA,NA,NA,NA,4,1,1,NA
"22",2080,"(1) Older","Female","(8) South-Suburban",227,"(2) Black",1,23,"(1) Central Place 1,000,000 or more",2,"<PHD",9,3,0,0,"9"
"394",2080,"(1) Older","Female","(8) South-Suburban",227,"(2) Black",1,24,"(1) Central Place 1,000,000 or more",3,"<PHD",9,4,0,0,"9"
"766",2080,"(1) Older","Female","(8) South-Suburban",227,"(2) Black",0,25,"(1) Central Place 1,000,000 or more",3,"<PHD",9,5,0,0,"9"
"1138",2080,"(1) Older","Female","(8) South-Suburban",227,"(2) Black",NA,26,NA,NA,NA,NA,6,1,0,NA
"1510",2080,"(1) Older","Female","(8) South-Suburban",227,"(2) Black",0,27,NA,3,"<PHD",NA,7,0,0,NA
"212",2093,"(2) Younger","Male","(6) Northcentral-Rural",136,"(3) White",1,20,"(1) Central Place 1,000,000 or more",1,"PHD",8,0,0,1,"8"
"584",2093,"(2) Younger","Male","(6) Northcentral-Rural",136,"(3) White",1,21,"(1) Central Place 1,000,000 or more",1,"PHD",8,1,0,1,"8"
"956",2093,"(2) Younger","Male","(6) Northcentral-Rural",136,"(3) White",1,22,"(1) Central Place 1,000,000 or more",1,"PHD",8,2,0,1,"8"
"1328",2093,"(2) Younger","Male","(6) Northcentral-Rural",136,"(3) White",1,23,"(1) Central Place 1,000,000 or more",2,"PHD",8,3,0,1,"8"
"1700",2093,"(2) Younger","Male","(6) Northcentral-Rural",136,"(3) White",1,24,NA,2,"PHD",8,4,0,1,"8"
"23",2100,"(1) Older","Male","(7) South-Urban",208,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,3,0,1,"9"
"395",2100,"(1) Older","Male","(7) South-Urban",208,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,4,0,1,"9"
"767",2100,"(1) Older","Male","(7) South-Urban",208,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,5,0,1,"9"
"1139",2100,"(1) Older","Male","(7) South-Urban",208,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,6,0,1,"9"
"1511",2100,"(1) Older","Male","(7) South-Urban",208,"(3) White",1,27,NA,0,"<PHD",9,7,0,1,"9"
"24",2101,"(1) Older","Female","(12) West-Rural",243,"(3) White",0,23,"(4) Urban areas & towns 50,000-499,999",1,"<PHD",7,3,0,0,"7"
"396",2101,"(1) Older","Female","(12) West-Rural",243,"(3) White",0,24,"(4) Urban areas & towns 50,000-499,999",1,"<PHD",2,4,0,0,"2"
"768",2101,"(1) Older","Female","(12) West-Rural",243,"(3) White",0,25,"(4) Urban areas & towns 50,000-499,999",1,"<PHD",2,5,0,0,"2"
"1140",2101,"(1) Older","Female","(12) West-Rural",243,"(3) White",0,26,"(4) Urban areas & towns 50,000-499,999",1,"<PHD",2,6,0,0,"2"
"1512",2101,"(1) Older","Female","(12) West-Rural",243,"(3) White",0,27,NA,1,"<PHD",2,7,0,0,"2"
"213",2117,"(2) Younger","Male","(8) South-Suburban",128,"(3) White",1,20,"(5) Rural/small town 49,999 or less",2,"<PHD",10,0,0,1,"10"
"585",2117,"(2) Younger","Male","(8) South-Suburban",128,"(3) White",NA,21,NA,NA,NA,10,1,1,1,"10"
"957",2117,"(2) Younger","Male","(8) South-Suburban",128,"(3) White",NA,22,NA,NA,NA,10,2,1,1,"10"
"1329",2117,"(2) Younger","Male","(8) South-Suburban",128,"(3) White",NA,23,NA,NA,NA,NA,3,1,1,NA
"1701",2117,"(2) Younger","Male","(8) South-Suburban",128,"(3) White",NA,24,NA,NA,NA,NA,4,1,1,NA
"25",2129,"(1) Older","Male","(2) Northeast-Suburban",212,NA,1,23,"(3) Urban areas and towns 500,000-999,999",0,"PHD",8,3,0,1,"8"
"397",2129,"(1) Older","Male","(2) Northeast-Suburban",212,NA,NA,24,"(4) Urban areas & towns 50,000-499,999",NA,"PHD",8,4,1,1,"8"
"769",2129,"(1) Older","Male","(2) Northeast-Suburban",212,NA,1,25,"(3) Urban areas and towns 500,000-999,999",1,"PHD",8,5,0,1,"8"
"1141",2129,"(1) Older","Male","(2) Northeast-Suburban",212,NA,1,26,"(4) Urban areas & towns 50,000-499,999",1,"PHD",8,6,0,1,"8"
"1513",2129,"(1) Older","Male","(2) Northeast-Suburban",212,NA,1,27,NA,1,"PHD",8,7,0,1,"8"
"214",2141,"(2) Younger","Male","(5) Northcentral-Suburban",120,"(4) Asian",0,20,"(2) Remainder urban area 1,000,000 or more",1,"PHD",9,0,0,1,"9"
"586",2141,"(2) Younger","Male","(5) Northcentral-Suburban",120,"(4) Asian",NA,21,"(2) Remainder urban area 1,000,000 or more",NA,"PHD",9,1,1,1,"9"
"958",2141,"(2) Younger","Male","(5) Northcentral-Suburban",120,"(4) Asian",NA,22,"(2) Remainder urban area 1,000,000 or more",NA,"PHD",9,2,1,1,"9"
"1330",2141,"(2) Younger","Male","(5) Northcentral-Suburban",120,"(4) Asian",0,23,"(2) Remainder urban area 1,000,000 or more",2,"PHD",9,3,0,1,"9"
"1702",2141,"(2) Younger","Male","(5) Northcentral-Suburban",120,"(4) Asian",NA,24,NA,NA,NA,NA,4,1,1,NA
"26",2156,"(1) Older","Male","(6) Northcentral-Rural",309,"(3) White",1,23,"(5) Rural/small town 49,999 or less",2,"<PHD",8,3,0,1,"8"
"398",2156,"(1) Older","Male","(6) Northcentral-Rural",309,"(3) White",1,24,"(5) Rural/small town 49,999 or less",2,"<PHD",8,4,0,1,"8"
"770",2156,"(1) Older","Male","(6) Northcentral-Rural",309,"(3) White",1,25,"(5) Rural/small town 49,999 or less",2,"<PHD",8,5,0,1,"8"
"1142",2156,"(1) Older","Male","(6) Northcentral-Rural",309,"(3) White",1,26,"(5) Rural/small town 49,999 or less",2,"<PHD",8,6,0,1,"8"
"1514",2156,"(1) Older","Male","(6) Northcentral-Rural",309,"(3) White",1,27,NA,2,"<PHD",8,7,0,1,"8"
"27",2178,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",8,3,0,0,"8"
"399",2178,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",0,24,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",8,4,0,0,"8"
"771",2178,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",0,25,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",8,5,0,0,"8"
"1143",2178,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",0,26,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",8,6,0,0,"8"
"1515",2178,"(1) Older","Female","(5) Northcentral-Suburban",223,"(3) White",0,27,NA,2,"<PHD",8,7,0,0,"8"
"215",2182,"(2) Younger","Male","(7) South-Urban",109,"(3) White",1,20,"(1) Central Place 1,000,000 or more",0,"<PHD",9,0,0,1,"9"
"587",2182,"(2) Younger","Male","(7) South-Urban",109,"(3) White",1,21,"(1) Central Place 1,000,000 or more",0,"<PHD",9,1,0,1,"9"
"959",2182,"(2) Younger","Male","(7) South-Urban",109,"(3) White",NA,22,"(1) Central Place 1,000,000 or more",NA,"<PHD",9,2,1,1,"9"
"1331",2182,"(2) Younger","Male","(7) South-Urban",109,"(3) White",1,23,"(1) Central Place 1,000,000 or more",1,"<PHD",9,3,0,1,"9"
"1703",2182,"(2) Younger","Male","(7) South-Urban",109,"(3) White",1,24,NA,2,"<PHD",9,4,0,1,"9"
"28",2215,"(1) Older","Male","(7) South-Urban",209,"(3) White",1,23,"(1) Central Place 1,000,000 or more",1,"PHD",9,3,0,1,"9"
"400",2215,"(1) Older","Male","(7) South-Urban",209,"(3) White",1,24,"(1) Central Place 1,000,000 or more",2,"PHD",9,4,0,1,"9"
"772",2215,"(1) Older","Male","(7) South-Urban",209,"(3) White",1,25,"(1) Central Place 1,000,000 or more",2,"PHD",9,5,0,1,"9"
"1144",2215,"(1) Older","Male","(7) South-Urban",209,"(3) White",0,26,"(1) Central Place 1,000,000 or more",2,"PHD",9,6,0,1,"9"
"1516",2215,"(1) Older","Male","(7) South-Urban",209,"(3) White",1,27,NA,2,"PHD",9,7,0,1,"9"
"216",2250,"(2) Younger","Female","(4) Northcentral-Urban",104,"(3) White",1,20,"(4) Urban areas & towns 50,000-499,999",0,"PHD",9,0,0,0,"9"
"588",2250,"(2) Younger","Female","(4) Northcentral-Urban",104,"(3) White",1,21,"(4) Urban areas & towns 50,000-499,999",0,"PHD",9,1,0,0,"9"
"960",2250,"(2) Younger","Female","(4) Northcentral-Urban",104,"(3) White",NA,22,NA,NA,NA,9,2,1,0,"9"
"1332",2250,"(2) Younger","Female","(4) Northcentral-Urban",104,"(3) White",NA,23,NA,NA,NA,NA,3,1,0,NA
"1704",2250,"(2) Younger","Female","(4) Northcentral-Urban",104,"(3) White",NA,24,NA,NA,NA,NA,4,1,0,NA
"217",2305,"(2) Younger","Male","(9) South-Rural",142,"(3) White",0,20,"(1) Central Place 1,000,000 or more",2,"PHD",10,0,0,1,"10"
"589",2305,"(2) Younger","Male","(9) South-Rural",142,"(3) White",NA,21,NA,NA,NA,10,1,1,1,"10"
"961",2305,"(2) Younger","Male","(9) South-Rural",142,"(3) White",NA,22,NA,NA,NA,10,2,1,1,"10"
"1333",2305,"(2) Younger","Male","(9) South-Rural",142,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",2,"PHD",10,3,0,1,"10"
"1705",2305,"(2) Younger","Male","(9) South-Rural",142,"(3) White",0,24,NA,2,"PHD",10,4,0,1,"10"
"29",2346,"(1) Older","Female","(10) West-Urban",210,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,3,0,0,"8"
"401",2346,"(1) Older","Female","(10) West-Urban",210,"(3) White",NA,24,"(2) Remainder urban area 1,000,000 or more",NA,"PHD",8,4,1,0,"8"
"773",2346,"(1) Older","Female","(10) West-Urban",210,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,5,0,0,"8"
"1145",2346,"(1) Older","Female","(10) West-Urban",210,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,6,0,0,"8"
"1517",2346,"(1) Older","Female","(10) West-Urban",210,"(3) White",1,27,NA,0,"PHD",8,7,0,0,"8"
"30",2351,"(1) Older","Male","(2) Northeast-Suburban",215,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,3,0,1,"9"
"402",2351,"(1) Older","Male","(2) Northeast-Suburban",215,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,4,0,1,"9"
"774",2351,"(1) Older","Male","(2) Northeast-Suburban",215,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",8,5,0,1,"8"
"1146",2351,"(1) Older","Male","(2) Northeast-Suburban",215,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",8,6,0,1,"8"
"1518",2351,"(1) Older","Male","(2) Northeast-Suburban",215,"(3) White",1,27,NA,0,"<PHD",8,7,0,1,"8"
"31",2359,"(1) Older","Female","(8) South-Suburban",228,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",7,3,0,0,"7"
"403",2359,"(1) Older","Female","(8) South-Suburban",228,"(3) White",0,24,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",7,4,0,0,"7"
"775",2359,"(1) Older","Female","(8) South-Suburban",228,"(3) White",0,25,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",7,5,0,0,"7"
"1147",2359,"(1) Older","Female","(8) South-Suburban",228,"(3) White",0,26,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",7,6,0,0,"7"
"1519",2359,"(1) Older","Female","(8) South-Suburban",228,"(3) White",0,27,NA,2,"<PHD",7,7,0,0,"7"
"32",2367,"(1) Older","Male","(6) Northcentral-Rural",238,"(1) Hispanic",0,23,"(5) Rural/small town 49,999 or less",4,"<PHD",9,3,0,1,"9"
"404",2367,"(1) Older","Male","(6) Northcentral-Rural",238,"(1) Hispanic",0,24,"(5) Rural/small town 49,999 or less",4,"<PHD",9,4,0,1,"9"
"776",2367,"(1) Older","Male","(6) Northcentral-Rural",238,"(1) Hispanic",NA,25,"(5) Rural/small town 49,999 or less",NA,"<PHD",9,5,1,1,"9"
"1148",2367,"(1) Older","Male","(6) Northcentral-Rural",238,"(1) Hispanic",0,26,"(5) Rural/small town 49,999 or less",3,"<PHD",9,6,0,1,"9"
"1520",2367,"(1) Older","Male","(6) Northcentral-Rural",238,"(1) Hispanic",0,27,NA,3,"<PHD",9,7,0,1,"9"
"33",2393,"(1) Older","Male","(8) South-Suburban",226,"(3) White",1,23,"(5) Rural/small town 49,999 or less",2,"PHD",8,3,0,1,"8"
"405",2393,"(1) Older","Male","(8) South-Suburban",226,"(3) White",1,24,"(5) Rural/small town 49,999 or less",2,"PHD",8,4,0,1,"8"
"777",2393,"(1) Older","Male","(8) South-Suburban",226,"(3) White",1,25,"(5) Rural/small town 49,999 or less",2,"PHD",8,5,0,1,"8"
"1149",2393,"(1) Older","Male","(8) South-Suburban",226,"(3) White",1,26,"(5) Rural/small town 49,999 or less",2,"PHD",8,6,0,1,"8"
"1521",2393,"(1) Older","Male","(8) South-Suburban",226,"(3) White",1,27,NA,2,"PHD",8,7,0,1,"8"
"34",2402,"(1) Older","Male","(1) Northest-Urban",301,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",8,3,0,1,"8"
"406",2402,"(1) Older","Male","(1) Northest-Urban",301,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",8,4,0,1,"8"
"778",2402,"(1) Older","Male","(1) Northest-Urban",301,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",8,5,0,1,"8"
"1150",2402,"(1) Older","Male","(1) Northest-Urban",301,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",8,6,0,1,"8"
"1522",2402,"(1) Older","Male","(1) Northest-Urban",301,"(3) White",1,27,NA,3,"<PHD",8,7,0,1,"8"
"218",2414,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",0,20,"(1) Central Place 1,000,000 or more",0,"<PHD",8,0,0,1,"8"
"590",2414,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",NA,21,"(2) Remainder urban area 1,000,000 or more",NA,"<PHD",8,1,1,1,"8"
